id;created_at;text;TEXT.1;TOKENISASI;STOP_REMOVAL;label
1,61632E+18;20/01/2023 13:33;wali kota bandung yana mulyana mengapresiasi dan berterima kasih atas kinerja dan kolaborasi yang dilakukan kepolisian republik indonesia polri bersama pemkot bandung untuk menjaga keamanan kota bandung https t co lmjjvx5dkh;Wali Kota Bandung Yana Mulyana mengapresiasi dan berterima kasih atas kinerja dan kolaborasi yang dilakukan Kepolisian Republik Indonesia Polri bersama Pemkot Bandung untuk menjaga keamanan kota Bandung https t co lMJjvx5DKh;['wali', 'kota', 'bandung', 'yana', 'mulyana', 'mengapresiasi', 'dan', 'berterima', 'kasih', 'atas', 'kinerja', 'dan', 'kolaborasi', 'yang', 'dilakukan', 'kepolisian', 'republik', 'indonesia', 'polri', 'bersama', 'pemkot', 'bandung', 'untuk', 'menjaga', 'keamanan', 'kota', 'bandung', 'https', 't', 'co', 'lmjjvx5dkh'];wali kota bandung yana mulyana mengapresiasi berterima kasih kinerja kolaborasi kepolisian republik indonesia polri pemkot bandung menjaga keamanan kota bandung https t co lmjjvx5dkh;positif
1,6163E+18;20/01/2023 12:00;bhabinkamtibmas melakukan sosialisasi kepada warga masyarakat desa buluh duri tentang kartu barcode aplikasi pelayanan pengaduan masyarakat terpadu yang bertujuan untuk melayani pengaduan masyarakat terkait kinerja polri https t co k6285hhxb6;Bhabinkamtibmas melakukan Sosialisasi kepada Warga Masyarakat Desa Buluh Duri tentang Kartu Barcode Aplikasi Pelayanan Pengaduan Masyarakat Terpadu yang bertujuan untuk melayani pengaduan masyarakat terkait Kinerja Polri https t co K6285hhXb6;['bhabinkamtibmas', 'melakukan', 'sosialisasi', 'kepada', 'warga', 'masyarakat', 'desa', 'buluh', 'duri', 'tentang', 'kartu', 'barcode', 'aplikasi', 'pelayanan', 'pengaduan', 'masyarakat', 'terpadu', 'yang', 'bertujuan', 'untuk', 'melayani', 'pengaduan', 'masyarakat', 'terkait', 'kinerja', 'polri', 'https', 't', 'co', 'k6285hhxb6'];bhabinkamtibmas sosialisasi warga masyarakat desa buluh duri kartu barcode aplikasi pelayanan pengaduan masyarakat terpadu bertujuan melayani pengaduan masyarakat terkait kinerja polri https t co k6285hhxb6;positif
1,6163E+18;20/01/2023 11:51;rt listyosigitp press release akhir tahun kinerja polri selama tahun 2022 terima kasih kepada seluruh personel polri yang telah bekerja ;RT ListyoSigitP Press release akhir tahun kinerja Polri selama tahun 2022 Terima kasih kepada seluruh personel Polri yang telah bekerja ;['rt', 'listyosigitp', 'press', 'release', 'akhir', 'tahun', 'kinerja', 'polri', 'selama', 'tahun', '2022', 'terima', 'kasih', 'kepada', 'seluruh', 'personel', 'polri', 'yang', 'telah', 'bekerja', ''];rt listyosigitp press release kinerja polri 2022 terima kasih personel polri ;positif
1,61628E+18;20/01/2023 10:36;ketua harian kompolnas irjen pol purn dr benny jozua mamoto s h https t co 9cxodwkupz mengapresiasi kinerja jajaran divisi humas polri hal tersebut disampaikan langsung oleh ketua harian kompolnas saat melakukan kunjungan audiensi di gedung divisi humas polri https t co npudjiapic;Ketua Harian Kompolnas Irjen Pol Purn Dr Benny Jozua Mamoto S H https t co 9cXODWKuPz mengapresiasi kinerja jajaran Divisi Humas Polri Hal tersebut disampaikan langsung oleh Ketua Harian Kompolnas saat melakukan kunjungan audiensi di gedung Divisi Humas Polri https t co NPUdJiAPIc;['ketua', 'harian', 'kompolnas', 'irjen', 'pol', 'purn', 'dr', 'benny', 'jozua', 'mamoto', 's', 'h', 'https', 't', 'co', '9cxodwkupz', 'mengapresiasi', 'kinerja', 'jajaran', 'divisi', 'humas', 'polri', 'hal', 'tersebut', 'disampaikan', 'langsung', 'oleh', 'ketua', 'harian', 'kompolnas', 'saat', 'melakukan', 'kunjungan', 'audiensi', 'di', 'gedung', 'divisi', 'humas', 'polri', 'https', 't', 'co', 'npudjiapic'];ketua harian kompolnas irjen pol purn dr benny jozua mamoto s h https t co 9cxodwkupz mengapresiasi kinerja jajaran divisi humas polri langsung ketua harian kompolnas kunjungan audiensi gedung divisi humas polri https t co npudjiapic;positif
1,61627E+18;20/01/2023 10:06;kapolsek wonosari jumat tanggal 20 januari 2023 sama seperti biasanya kegiatan jumat curhat yang digagas polri ini bertujuan untuk mendengarkan keluhan saran serta kritik dari masyarakat untuk membangun kinerja polri yang lebih baik https t co ohk0s82ttd;Kapolsek wonosari Jumat tanggal 20 Januari 2023 Sama seperti biasanya kegiatan jumat curhat yang digagas Polri ini bertujuan untuk mendengarkan keluhan saran serta kritik dari masyarakat untuk membangun kinerja Polri yang lebih baik https t co ohk0s82Ttd;['kapolsek', 'wonosari', 'jumat', 'tanggal', '20', 'januari', '2023', 'sama', 'seperti', 'biasanya', 'kegiatan', 'jumat', 'curhat', 'yang', 'digagas', 'polri', 'ini', 'bertujuan', 'untuk', 'mendengarkan', 'keluhan', 'saran', 'serta', 'kritik', 'dari', 'masyarakat', 'untuk', 'membangun', 'kinerja', 'polri', 'yang', 'lebih', 'baik', 'https', 't', 'co', 'ohk0s82ttd'];kapolsek wonosari jumat tanggal 20 januari 2023 kegiatan jumat curhat digagas polri bertujuan mendengarkan keluhan saran kritik masyarakat membangun kinerja polri https t co ohk0s82ttd;positif
1,61626E+18;20/01/2023 09:16; tvonenews kinerja bin di bawah tni vs polisi lebih baik mana kalo saya se tni krn kerja y sesuai tupoksi y fakta lho ; tvOneNews Kinerja BIN di bawah TNI vs Polisi lebih baik mana Kalo saya se TNI krn kerja y sesuai tupoksi y fakta lho ;['', 'tvonenews', 'kinerja', 'bin', 'di', 'bawah', 'tni', 'vs', 'polisi', 'lebih', 'baik', 'mana', 'kalo', 'saya', 'se', 'tni', 'krn', 'kerja', 'y', 'sesuai', 'tupoksi', 'y', 'fakta', 'lho', '']; tvonenews kinerja bin tni vs polisi kalo tni krn kerja y sesuai tupoksi y fakta lho ;negatif
1,61624E+18;20/01/2023 07:54;ketua harian kompolnas irjen pol purn dr benny jozua mamoto s h https t co fkstc3kozh mengapresiasi kinerja jajaran divisi humas polri hal tersebut disampaikan langsung oleh ketua harian kompolnas saat melakukan kunjungan audiensi di gedung divisi humas polri https t co jlgfpolgid;Ketua Harian Kompolnas Irjen Pol Purn Dr Benny Jozua Mamoto S H https t co fksTC3KozH mengapresiasi kinerja jajaran Divisi Humas Polri Hal tersebut disampaikan langsung oleh Ketua Harian Kompolnas saat melakukan kunjungan audiensi di gedung Divisi Humas Polri https t co JLgFPOLgid;['ketua', 'harian', 'kompolnas', 'irjen', 'pol', 'purn', 'dr', 'benny', 'jozua', 'mamoto', 's', 'h', 'https', 't', 'co', 'fkstc3kozh', 'mengapresiasi', 'kinerja', 'jajaran', 'divisi', 'humas', 'polri', 'hal', 'tersebut', 'disampaikan', 'langsung', 'oleh', 'ketua', 'harian', 'kompolnas', 'saat', 'melakukan', 'kunjungan', 'audiensi', 'di', 'gedung', 'divisi', 'humas', 'polri', 'https', 't', 'co', 'jlgfpolgid'];ketua harian kompolnas irjen pol purn dr benny jozua mamoto s h https t co fkstc3kozh mengapresiasi kinerja jajaran divisi humas polri langsung ketua harian kompolnas kunjungan audiensi gedung divisi humas polri https t co jlgfpolgid;positif
1,61623E+18;20/01/2023 07:25;rt badurwijanarko bhabinkamtibmas gesi silaturahmi kepada perangkat desa gesi guna mempererat hubungan polri dan warga serta evaluasi ten ;RT BadurWijanarko Bhabinkamtibmas gesi silaturahmi kepada perangkat desa gesi guna mempererat hubungan polri dan warga serta evaluasi ten ;['rt', 'badurwijanarko', 'bhabinkamtibmas', 'gesi', 'silaturahmi', 'kepada', 'perangkat', 'desa', 'gesi', 'guna', 'mempererat', 'hubungan', 'polri', 'dan', 'warga', 'serta', 'evaluasi', 'ten', ''];rt badurwijanarko bhabinkamtibmas gesi silaturahmi perangkat desa gesi mempererat hubungan polri warga evaluasi ten ;positif
1,61622E+18;20/01/2023 06:55; noewahjoe ndagels divhumas polri lemdiklat polri ini salah satu problem nya juga nih terkait kinerja kepolisian ; NoeWahjoe ndagels DivHumas Polri Lemdiklat Polri Ini salah satu problem nya juga nih terkait kinerja kepolisian ;['', 'noewahjoe', 'ndagels', 'divhumas', 'polri', 'lemdiklat', 'polri', 'ini', 'salah', 'satu', 'problem', 'nya', 'juga', 'nih', 'terkait', 'kinerja', 'kepolisian', '']; noewahjoe ndagels divhumas polri lemdiklat polri salah problem nya nih terkait kinerja kepolisian ;negatif
1,61622E+18;20/01/2023 06:47;rt polsekpalembayn kasat binmas polres agam iptu azwir yani lakukan kegiatan anev dan arahan tentang kinerja personil sat binmas tw ;RT polsekpalembayn KASAT BINMAS POLRES AGAM IPTU AZWIR YANI LAKUKAN KEGIATAN ANEV DAN ARAHAN TENTANG KINERJA PERSONIL SAT BINMAS Tw ;['rt', 'polsekpalembayn', 'kasat', 'binmas', 'polres', 'agam', 'iptu', 'azwir', 'yani', 'lakukan', 'kegiatan', 'anev', 'dan', 'arahan', 'tentang', 'kinerja', 'personil', 'sat', 'binmas', 'tw', ''];rt polsekpalembayn kasat binmas polres agam iptu azwir yani lakukan kegiatan anev arahan kinerja personil sat binmas tw ;positif
1,61622E+18;20/01/2023 06:39;bhabinkamtibmas gesi silaturahmi kepada perangkat desa gesi guna mempererat hubungan polri dan warga serta evaluasi tentang kinerja polri saat ini polripresisi https t co 5qiywp2slj;Bhabinkamtibmas gesi silaturahmi kepada perangkat desa gesi guna mempererat hubungan polri dan warga serta evaluasi tentang kinerja polri saat ini polripresisi https t co 5QIywP2Slj;['bhabinkamtibmas', 'gesi', 'silaturahmi', 'kepada', 'perangkat', 'desa', 'gesi', 'guna', 'mempererat', 'hubungan', 'polri', 'dan', 'warga', 'serta', 'evaluasi', 'tentang', 'kinerja', 'polri', 'saat', 'ini', 'polripresisi', 'https', 't', 'co', '5qiywp2slj'];bhabinkamtibmas gesi silaturahmi perangkat desa gesi mempererat hubungan polri warga evaluasi kinerja polri polripresisi https t co 5qiywp2slj;positif
1,61621E+18;20/01/2023 06:03;hut bhayangkara ke 76 gamis indonesia apresiasi beragam capian kinerja polri https t co d62yrlv5ed lewat nemukabar listyosigitp;HUT Bhayangkara Ke 76 Gamis Indonesia Apresiasi Beragam Capian Kinerja Polri https t co D62YrLV5ed lewat Nemukabar ListyoSigitP;['hut', 'bhayangkara', 'ke', '76', 'gamis', 'indonesia', 'apresiasi', 'beragam', 'capian', 'kinerja', 'polri', 'https', 't', 'co', 'd62yrlv5ed', 'lewat', 'nemukabar', 'listyosigitp'];hut bhayangkara 76 gamis indonesia apresiasi beragam capian kinerja polri https t co d62yrlv5ed nemukabar listyosigitp;positif
1,61609E+18;19/01/2023 22:17;adakah calon presiden 2024 yg berani janji dgn timeline 1 mengurangi hutang negara 2 mengurangi korupsi aparat pns polisi dan tni juga bumn 3 mengefisiensi kinerja aparat 4 memaksimalkan hasil bumn kl ada sy pilih kalo tdk ada ya golput krn sy anggap calonnya cuma omdo;Adakah calon presiden 2024 yg berani janji dgn timeline 1 Mengurangi Hutang Negara 2 Mengurangi Korupsi Aparat PNS Polisi dan TNI juga BUMN 3 Mengefisiensi kinerja aparat 4 Memaksimalkan hasil BUMN Kl ada sy pilih kalo tdk ada ya GOLPUT krn sy anggap calonnya cuma OMDO;['adakah', 'calon', 'presiden', '2024', 'yg', 'berani', 'janji', 'dgn', 'timeline', '1', 'mengurangi', 'hutang', 'negara', '2', 'mengurangi', 'korupsi', 'aparat', 'pns', 'polisi', 'dan', 'tni', 'juga', 'bumn', '3', 'mengefisiensi', 'kinerja', 'aparat', '4', 'memaksimalkan', 'hasil', 'bumn', 'kl', 'ada', 'sy', 'pilih', 'kalo', 'tdk', 'ada', 'ya', 'golput', 'krn', 'sy', 'anggap', 'calonnya', 'cuma', 'omdo'];adakah calon presiden 2024 yg berani janji dgn timeline 1 mengurangi hutang negara 2 mengurangi korupsi aparat pns polisi tni bumn 3 mengefisiensi kinerja aparat 4 memaksimalkan hasil bumn kl sy pilih kalo tdk ya golput krn sy anggap calonnya omdo;negatif
1,61607E+18;19/01/2023 20:48; kamadilvas areajulid lagi sibuk chat halo dek halo dek ke ciwi nanti kalo dikritik kinerja plokis balesnya kalo kemalingan gausah lapor polisi lah emg selama ini lapor plokis ditanggepin ; kamadilvas AREAJULID Lagi sibuk chat halo dek halo dek ke ciwi nanti kalo dikritik kinerja plokis balesnya kalo kemalingan gausah lapor polisi lah emg selama ini lapor plokis ditanggepin ;['', 'kamadilvas', 'areajulid', 'lagi', 'sibuk', 'chat', 'halo', 'dek', 'halo', 'dek', 'ke', 'ciwi', 'nanti', 'kalo', 'dikritik', 'kinerja', 'plokis', 'balesnya', 'kalo', 'kemalingan', 'gausah', 'lapor', 'polisi', 'lah', 'emg', 'selama', 'ini', 'lapor', 'plokis', 'ditanggepin', '']; kamadilvas areajulid sibuk chat halo dek halo dek ciwi kalo dikritik kinerja plokis balesnya kalo kemalingan gausah lapor polisi emg lapor plokis ditanggepin ;negatif
1,61606E+18;19/01/2023 20:18; tanyakanrl ini polisi pada gimana kinerja nya udah tau kasus penculikan bener penculikan ini kalo korbannya ga pinter yakin masih bisa selamat kadang aneh bgt sama polisi di negara ini nanti katanya harus ada prosedur lah ini lah itulah itu korban penculikan yg bener di culik woiii; tanyakanrl ini polisi pada gimana kinerja nya udah tau kasus penculikan bener penculikan ini kalo korbannya ga pinter yakin masih bisa selamat kadang aneh bgt sama polisi di negara ini nanti katanya harus ada prosedur lah ini lah itulah itu korban penculikan yg bener di culik woiii;['', 'tanyakanrl', 'ini', 'polisi', 'pada', 'gimana', 'kinerja', 'nya', 'udah', 'tau', 'kasus', 'penculikan', 'bener', 'penculikan', 'ini', 'kalo', 'korbannya', 'ga', 'pinter', 'yakin', 'masih', 'bisa', 'selamat', 'kadang', 'aneh', 'bgt', 'sama', 'polisi', 'di', 'negara', 'ini', 'nanti', 'katanya', 'harus', 'ada', 'prosedur', 'lah', 'ini', 'lah', 'itulah', 'itu', 'korban', 'penculikan', 'yg', 'bener', 'di', 'culik', 'woiii']; tanyakanrl polisi gimana kinerja nya udah tau penculikan bener penculikan kalo korbannya ga pinter selamat kadang aneh bgt polisi negara prosedur korban penculikan yg bener culik woiii;negatif
1,616E+18;19/01/2023 16:17;dinilai dari kinerja dan efektivitas penegakan hukum ini 5 kepolisian terbaik di dunia indonesia https t co ycnzirrbej;Dinilai Dari Kinerja dan Efektivitas Penegakan Hukum Ini 5 Kepolisian Terbaik di Dunia Indonesia https t co yCnzirRBEj;['dinilai', 'dari', 'kinerja', 'dan', 'efektivitas', 'penegakan', 'hukum', 'ini', '5', 'kepolisian', 'terbaik', 'di', 'dunia', 'indonesia', 'https', 't', 'co', 'ycnzirrbej'];dinilai kinerja efektivitas penegakan hukum 5 kepolisian terbaik dunia indonesia https t co ycnzirrbej;positif
1,61595E+18;19/01/2023 13:02; tanyakanrl halo divhumas polri mungkin bisa dijelaskan prosedur yg pasti terkait pernasalahan ini melihat gimana respon masuarakat yang meragukan kinerja instansi ini dalam hal emergency seperti kasus ini ; tanyakanrl Halo DivHumas Polri mungkin bisa dijelaskan prosedur yg pasti Terkait pernasalahan ini melihat gimana respon masuarakat yang meragukan kinerja instansi ini dalam hal emergency seperti kasus ini ;['', 'tanyakanrl', 'halo', 'divhumas', 'polri', 'mungkin', 'bisa', 'dijelaskan', 'prosedur', 'yg', 'pasti', 'terkait', 'pernasalahan', 'ini', 'melihat', 'gimana', 'respon', 'masuarakat', 'yang', 'meragukan', 'kinerja', 'instansi', 'ini', 'dalam', 'hal', 'emergency', 'seperti', 'kasus', 'ini', '']; tanyakanrl halo divhumas polri prosedur yg terkait pernasalahan gimana respon masuarakat meragukan kinerja instansi emergency ;negatif
1,61593E+18;19/01/2023 11:39;untuk meningkatkan kinerja anggota polri khususnya pada pagi hari dan siang hari paur sbbag kerma ipda h samsul hadi bersama personel polres kutai barat melaksanakan gatur lalin membantu menyeberangkan anak sekolah di jalan kamis 19 01 2023 pagi https t co w2jf5he7vg;Untuk meningkatkan kinerja Anggota polri khususnya pada pagi hari dan siang hari Paur Sbbag Kerma Ipda H Samsul Hadi bersama Personel Polres Kutai Barat Melaksanakan gatur lalin membantu menyeberangkan anak sekolah di jalan Kamis 19 01 2023 pagi https t co w2jf5HE7VG;['untuk', 'meningkatkan', 'kinerja', 'anggota', 'polri', 'khususnya', 'pada', 'pagi', 'hari', 'dan', 'siang', 'hari', 'paur', 'sbbag', 'kerma', 'ipda', 'h', 'samsul', 'hadi', 'bersama', 'personel', 'polres', 'kutai', 'barat', 'melaksanakan', 'gatur', 'lalin', 'membantu', 'menyeberangkan', 'anak', 'sekolah', 'di', 'jalan', 'kamis', '19', '01', '2023', 'pagi', 'https', 't', 'co', 'w2jf5he7vg'];meningkatkan kinerja anggota polri pagi siang paur sbbag kerma ipda h samsul hadi personel polres kutai barat melaksanakan gatur lalin membantu menyeberangkan anak sekolah jalan kamis 19 01 2023 pagi https t co w2jf5he7vg;positif
